Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
letter.post.new_kid,- поздравление с ребенком,"Post scriptum. Меня оповестили, что у вас родился ребенок. {soul_uuid_target} отлично имя! Пусть Святая София благословит его!",Postscript: I've been informed that you've had a child. {soul_uuid_target} is an excellent name! May Holy Sophia bless him!,Postscript: I've been informed that you've had a child. {soul_uuid_target} is an excellent name! May Holy Sophia bless him!,"Post skriptum: Doneslo se mi, že se ti narodilo dítě. {soul_uuid_target} je skvělé jméno! Kéž mu svatá Sofie požehná!",Pós-escrito: Soube que você teve uma criança. {soul_uuid_target} é um nome excelente! Que Santa Sofia abençoe sua família!,Posdata: Se me ha informado de que has tenido un hijo. ¡{soul_uuid_target} es un nombre excelente! ¡Que santa Sophia lo bendiga!,"PS: Poinformowano mnie, że urodziło Ci się dziecko. {soul_uuid_target} to wyśmienite imię! Niech Święta Zofia ma je w swojej opiece!",附言：我听说你有个孩子了。{soul_uuid_target}真是个好名字！愿圣索菲亚保佑他！,附筆：聽說閣下喜獲麟兒，恭喜！{soul_uuid_target}這名字真好聽。願聖母索菲亞庇佑令郎平安成長！,追記：お子様が生まれたそうですね。{soul_uuid_target}、素晴らしい名前だ！聖母ソフィアのご加護がありますように！,추신: 아이가 생겼다고 들었네. {soul_uuid_target}은(는) 아주 좋은 이름이야! 성모 소피아께서 축복하시길!,"P.S.: Man hat mir erzählt, du hättest ein Kind! {soul_uuid_target} ist ein wundervoller Name! Möge die Heilige Sophia ihn segnen!",Post-scriptum : j'ai appris la naissance de votre enfant. {soul_uuid_target} est un nom parfait ! Que Sainte Sophia bénisse votre chérubin !,Poscritto: ho saputo del nuovo arrivo nella tua famiglia. {soul_uuid_target} è un nome straordinario! Possa Madre Sofia concedere la sua benedizione!,Dipnot: Duyduğuma göre bir çocuk sahibi olmuşsun. {soul_uuid_target} muhteşem bir isim! Yüce Sophia onu kutsasın!,"Utóirat: Hírét hozták, hogy gyermeked született. {soul_uuid_target} – az aztán a kiváló névválasztás! Szent Szófia áldása szálljon rá!","Постскриптум. Мені повідомили, що у вас народилася дитина. {soul_uuid_target} – чудове ім’я! Хай благословить вас Свята Софія!","Tái bút: Tôi được thông báo rằng bạn đã có một đứa trẻ. Tên {soul_uuid_target} thật tuyệt vời! Nguyện Đức Thánh Sophia ban phước cho bé nhé!
"
letter.post.battle_win,- поздравление с победой,"Post scriptum. Слышал о твоей победе. Прими мои поздравления! Это было весьма эффектно, как мне рассказывают.","Postscript: I heard about your victory. Accept my congratulations! It was quite impressive, as I've heard.","Postscript: I heard about your victory. Accept my congratulations! It was quite impressive, as I've heard.",Post skriptum: Donesly se mi zprávy o tvém vítězství. Přijmi moje blahopřání! Prý to bylo velmi působivé.,Pós-escrito: Soube de sua vitória. Aceite meus parabéns! Ouvi falar que foi bastante impressionante.,Posdata: He sabido de tu victoria. ¡Acepta mi enhorabuena! He oído que fue toda una hazaña.,PS: Słyszałem o Twoim zwycięstwie. Moje gratulacje! Podobno triumf był zaiste imponujący.,附言：我听说你获胜了。请接受我的祝贺！听说是一场精彩绝伦的胜利。,附筆：閣下打勝仗的事我聽說了，還說你贏得相當漂亮，恭喜啊！,追記：あなたの勝利を耳にしました。おめでとう！極めて素晴らしい戦いだったと聞いております。,추신: 승리했다고 들었네. 부디 내 축하를 받아주게! 엄청난 전투였다고 들었어.,"P.S.: Ich habe von deinem Sieg gehört. Herzlichen Glückwunsch! Wie ich hörte, was es eine sehr beeindruckende Leistung.","Post-scriptum : j'ai reçu les échos de votre victoire. Toutes mes félicitations ! C'était une bien belle bataille, paraît-il.",Poscritto: ho saputo della tua vittoria. Accetta le mie congratulazioni! Pare sia stata un'impresa notevole.,Dipnot: Zaferinin haberini aldım. Tebrikler! Duyduğuma göre epey şanlı bir zafermiş.,"Utóirat: Hallottam a győzelmedről. Fogadd gratulációmat! Lenyűgöző győzelem volt, amint azt hallottam.","Постскриптум. Я чув про вашу перемогу. Мої вітання! Кажуть, це було досить вражаюче.","Tái bút: Tôi nghe về chiến thắng của bạn. Xin chúc mừng! Nghe nói nó rất ấn tượng.
"
letter.post.high_prestige,"- самый престижный лорд, горжусь знакоством",Post scriptum. Ничего не вызывает у меня такое чувство гордости как знакомство с королем такой престижной семьи!.,Postscript: Nothing fills me with as much pride as meeting the king of such a prestigious family!,Postscript: Nothing fills me with as much pride as meeting the king of such a prestigious family!,Post skriptum: Nic mě tak nenaplní hrdostí jako setkání s králem z tak význačné rodiny!,Pós-escrito: Nada me dá tanto orgulho quanto conhecer o rei de uma família tão prestigiada!,Posdata: ¡Nada me llena tanto de orgullo como conocer al monarca de una familia tan prestigiosa!,"PS: Nic nie napawa mnie taką dumą, jak spotkanie króla z tak prestiżowej rodziny!",附言：能见到出身如此显赫家族的君王，我真是无比荣幸！,附筆：能夠晉見如此顯赫的王室統帥，實在無比光榮！,追記：このような名門一族の国王に会えることほど、誇らしいことはない！,추신: 그렇게 명망 높은 가문의 왕을 만나는 것만큼 내 자부심을 채워주는 것도 없을 걸세!,P.S.: Nichts erfüllt mich so sehr mit stolz wie ein Treffen mit dem König einer solch prestigeträchtigen Familie!,Post-scriptum : rien au monde ne m'apporterait une plus grande fierté que de rencontrer le monarque d'une famille telle que la vôtre !,Poscritto: nulla mi riempie di orgoglio quanto incontrare la persona a capo di una famiglia tanto prestigiosa!,Dipnot: Böyle saygın bir aileden gelen bir hükümdarla tanışmak benim için çok büyük bir onur!,"Utóirat: Semmi nem tölt el akkora büszkeséggel, mint hogy találkozhatom egy ilyen tekintélyes család urával!","Постскриптум. Ніщо не наповнює мене такою гордістю, як зустріч із монархом з такої престижної родини!","Tái bút: Không có gì làm tôi tự hào hơn là gặp được vua của một gia đình danh giá như vậy!
"
letter.post.drunk,- помнишь я у вас в гостях нажрался и меня домой тащили? жена больше не отпустит,"Post scriptum. Ты помнишь, как я свалился на пол после нашего с тобой буйного веселья? Жена до сих пор мне это припоминает. ",Postscript: Do you remember how I collapsed on the floor after our wild revelry? My wife still reminds me of that.,Postscript: Do you remember how I collapsed on the floor after our wild revelry? My wife still reminds me of that.,"Post skriptum: Pamatuješ, jak jsem se po našem divokém hýření zhroutil na zem? Moje žena mi to pořád připomíná.",Pós-escrito: Você se lembra da vez em que desmaiei no chão depois de nossa folia? Minha esposa não me deixa esquecer.,Posdata: ¿Te acuerdas de cuando caí inconsciente al suelo tras nuestra juerga salvaje? Mi mujer me lo sigue recordando.,"PS: Pamiętasz, jak padłem na ziemię po naszej dzikiej zabawie? Żona wciąż mi to wypomina.",附言：你还记得那次醉酒后我是怎么瘫倒在地板上的吗？我妻子至今还总是提起这件事。,附筆：上次我們痛飲一頓後我倒地昏睡的事，你還記不記得？內人到現在都還會提起那件事。,追記：どんちゃん騒ぎをした後、私が気を失って床に倒れ込んだことを覚えているか？妻は今でもその話を持ち出してくるんだ。,추신: 흥청대며 놀다가 내가 바닥에 떨어졌던 거 기억하나? 아내가 아직도 그 얘기를 하곤 해.,"P.S.: Erinnerst du dich noch, wie ich nach unserer wilden Orgie auf dem Boden zusammengebrochen bin? Meine Gemahlin wird nicht müde, mich daran zu erinnern.",Post-scriptum : vous souvenez-vous de la façon dont se sont terminées nos dernières festivités ensemble ? Mon épouse me rappelle régulièrement le moment où je me suis effondré au sol…,Poscritto: ricordi quando mi sono accasciato a terra dopo la nostra baldoria? Mia moglie me lo rammenta ancora.,Dipnot: O çılgın eğlencemizden sonra nasıl yerlerde süründüğümü hatırlıyor musun? Karım hâlâ hatırlatıyor.,"Utóirat: Emlékszel, hogy a padlón kötöttem ki a vad mulatozásunk közepette? A feleségem még máig a fejemre olvassa.","Постскриптум. Пам’ятаєш, як я впав на підлогу після нашої шаленої гулянки? Моя дружина досі нагадує мені про це.","Tái bút: Bạn có nhớ lần nhất tôi ngã gục xuống sàn sau cuộc vui hoang dã của chúng ta không? Vợ tôi vẫn thường nhắc nhở tôi về điều đó.
"
letter.post.thanks_for_help,- Если игрок послылал помощь союзнику,Post scriptum. И спасибо тебе за оказанную мне помощь! Это было очень кстати!,Postscript: And thank you for the help you provided me! It came in very handy!,Postscript: And thank you for the help you provided me! It came in very handy!,Post skriptum: A děkuji za poskytnutou pomoc! Přišla mi velice vhod!,Pós-escrito: Agradeço pela ajuda que me ofereceu! Veio na hora certa!,Posdata: ¡Y gracias por la ayuda que me proporcionaste! ¡Me fue de gran utilidad!,PS: I dziękuję za udzieloną pomoc! Była nieodzowna!,附言：谢谢你的帮助！真是雪中送炭！,附筆：也謝謝閣下上次幫我的忙！來得正是時候！,追記：そして、支援の手を差し伸べてくれてありがとう！あれは本当に助かりました！,추신: 도와줘서 정말 고맙네! 큰 도움이 되었어!,P.S.: Und danke für die Hilfe! Das hat wirklich sehr geholfen!,Post-scriptum : merci encore du soutien que vous m'avez apporté ! Il est tombé à point nommé !,Poscritto: e grazie del tuo aiuto! È stato provvidenziale!,Dipnot: Bana yardım ettiğin için de çok teşekkür ederim! Çok işime yaradı!,"Utóirat: És köszönöm a segítséget, amit kaptam tőled! Nagyon jó szolgálatomra volt!",Постскриптум. І дякую за надану допомогу! Вона була вельми доречною!,"Tái bút: Và cảm ơn bạn vì sự giúp đỡ mà bạn đã cung cấp cho tôi! Nó thực sự rất hữu ích!
"
letter.post.ex_ai_lord,- привет сбежавшему к нам лорду,"Post scriptum. И передай {soul_uuid_target}, что я все помню! Предательство не забывается!",Postscript: And convey to {soul_uuid_target} that I remember everything! Betrayal is not forgotten!,Postscript: And convey to {soul_uuid_target} that I remember everything! Betrayal is not forgotten!,"Post skriptum: A postarej se o to, ať {soul_uuid_target} ví, že si všechno pamatuju! Na zradu se nezapomíná!",Pós-escrito: E diga a {soul_uuid_target} que eu me lembro de tudo! Uma traição nunca é esquecida!,Posdata: ¡Y haz saber a {soul_uuid_target} que me acuerdo de todo! ¡La traición no se olvida!,"PS: I niech {soul_uuid_target} otrzyma zapewnienie, że wciąż wszystko pamiętamy! Zdrady się nie wybacza!",附言：请向{soul_uuid_target}传达，一切我都清清楚楚！我不会忘记背叛！,附筆：也請代為轉告{soul_uuid_target}，他的背叛我可沒忘！,追記：そして、{soul_uuid_target}に私が何一つ忘れてはいないことを伝えてくれ！裏切りは高くつくぞ！,추신: {soul_uuid_target}에게 내가 모든 걸 기억한다고 전하게! 배신은 절대 잊히지 않지!,"P.S.: Und sag {soul_uuid_target}, dass ich mich an alles erinnere! Der Verrat ist nicht vergessen!",Post-scriptum : veuillez informer {soul_uuid_target} que je me souviens de tout ! Sa trahison ne sera pas oubliée !,Poscritto: e riferisci a {soul_uuid_target} che ricordo tutto! Il tradimento non verrà dimenticato!,Dipnot: {soul_uuid_target} her şeyi hatırladığımı bilsin! İhanet unutulmaz!,"Utóirat: És tolmácsold {soul_uuid_target} felé, hogy mindenre emlékszem! Az árulást nem lehet elfelejteni!","Постскриптум. І нехай {soul_uuid_target} знає, що я все пам’ятаю! Забути зраду неможливо!","Tái bút: Và hãy chuyển lời đến {soul_uuid_target} rằng tôi nhớ tất cả mọi thứ! Sự phản bội không bao giờ bị lãng quên!
"
,плохое -15,,,,,,,,,,,,,,,,,,
letter.post.enemy.battle_with_me_loose,- помнишь как я тебе жопу надрал,"Post scriptum. Ничто не греет мое сердце так, как воспоминание о твоем позорном поражении от моего меча! Когда мне грустно я вспоминаю этот момент.","Postscript: Nothing warms my heart like the memory of your shameful defeat at the hands of my sword! When I'm feeling down, I recall that moment.","Postscript: Nothing warms my heart like the memory of your shameful defeat at the hands of my sword! When I'm feeling down, I recall that moment.","Post skriptum: Nic mě tak nezahřeje u srdce jako vzpomínka na tvou potupnou porážku mým mečem! Když je mi nedobře, vzpomenu si na to.","Pós-escrito: Não há nada que aqueça mais meu coração do que a memória de sua derrota vergonhosa por minhas mãos. Sempre que me sinto para baixo, me lembro desse momento.","Posdata: ¡Nada me trae tanta paz como el recuerdo de la vergonzosa derrota que te infligí con mi espada! Cuando estoy triste, vuelvo a ese momento.","PS: Nic tak nie ogrzewa mego serca, jak wspomnienie Twojej haniebnej klęski z rąk moich wojowników! Gdy się smucę, zawsze sobie to przypominam.",附言：你可耻地败在我的剑下真是让我感到无比振奋！当我情绪低落的时候，我就会想起那一刻。,附筆：每每想起你在我劍下恥辱的敗績，便令我喜不自勝！閣下當時的表情，就是我最好的忘憂藥。,追記：私の剣にかかり、お前が恥ずべき敗北に喫した時の記憶ほど、私の心を和ませるものはない！落ち込んだときは、必ず思い出すようにしている。,추신: 내 손에 들린 검에 자네가 수치스럽게 패배했던 기억만큼 내 마음을 따뜻이 밝혀주는 건 없네! 기분이 안 좋을 때면 그 순간을 떠올리지.,"P.S.: Nichts erwärmt mein Herz so sehr wie die Erinnerung an deine schmachvolle Niederlage durch mein Schwert! Wenn ich mich gerade nicht gut fühle, denke ich einfach an diesen Moment!","Post-scriptum : rien ne saurait me réchauffer le cœur comme le souvenir de votre défaite par la lame de mon épée. Lorsque la peine m'envahit, j'aime repenser à ce moment.",Poscritto: nulla mi scalda il cuore quanto il ricordo della tua ignobile sconfitta per mano mia! Quel momento è sufficiente a risollevarmi il morale.,Dipnot: Hiçbir şey bana kılıcıma yenilişinin anısı kadar keyif vermiyor! Kötü hissettiğim zamanlarda kendime hep o anı hatırlatıyorum.,"Utóirat: Semmi nem melengeti úgy a szívem, mint kardomtól elszenvedett szégyenletes vereséged emléke! Ha fölém kerekedik a ború, felidézem ezt az emléket.","Постскриптум. Ніщо так не зігріває моє серце, як спогад про вашу ганебну поразку від мого меча! Щоразу, коли мені треба підняти настрій, я згадую той момент.","Tái bút: Không gì làm ấm lòng tôi như ký ức về sự thất bại đáng xấu hổ của bạn dưới tay kiếm của tôi! Khi tôi cảm thấy buồn, tôi lại nhớ đến khoảnh khắc đó.
"
letter.post.enemy.battle_loose_enemy,- помнишь как ты обосрался в той битве,"Post scriptum. Как же я смеялся, когда узнал, как ты проиграл ту битву! В этот день все мои крестьяне пили бесплатный эль. Воистину, София справедлива.","Postscript: How I laughed when I heard about how you lost that battle! On that day, all my peasants drank free ale. Truly, Sophia is just.","Postscript: How I laughed when I heard about how you lost that battle! On that day, all my peasants drank free ale. Truly, Sophia is just.","Post skriptum: Jak mě rozveselilo, když se mi donesly zprávy o tvé porážce v bitvě! Toho dne dostali všichni moji rolníci pivo zdarma. Sofie je skutečně spravedlivá.","Pós-escrito: Eu morri de rir quando soube de que maneira você perdeu a batalha! Naquele dia, o campesinato inteiro bebeu cerveja de graça. Sofia é verdadeiramente justa.","Posdata: ¡Cómo me reí cuando supe de tu derrota en esa batalla! Ese día, todos mis campesinos tuvieron cerveza gratis. En verdad, Sophia es justa.","PS: Ależ było śmiechu, gdy Twoi wojownicy przegrali tę bitwę! Tego dnia wszyscy moi chłopi otrzymali darmowe piwo. Święta Zofia jest sprawiedliwa.",附言：当我听说你输了那场战斗时，我开怀大笑！那天，我所有的平民都喝到了免费的麦酒。真的，索菲亚是公正的。,附筆：聽聞你打敗仗，真笑得我合不攏嘴。那天我招待所有子民喝了麥酒，慶祝索菲亞替我討回公道。,追記：お前があの戦いに敗れたと聞いたとき、私はどれほど笑ったことだろう！その日、農民たちには無料のエールが振る舞われた。本当に、聖母ソフィアは正しい。,추신: 자네가 전투에서 패배했다는 걸 듣고 얼마나 웃었는지! 그날 내 농민들 모두에게 무료 에일을 베풀었다네. 소피아는 참으로 옳으시다니까.,"P.S.: Was habe ich gelacht, als ich von deiner Niederlage in der Schlacht gehört habe! An diesem Tag habe ich all meinen Bauern umsonst Ale ausgeschenkt. Sophia ist wahrlich gerecht.",Post-scriptum : la nouvelle de votre défaite a au moins eu le mérite de me faire rire ! J'ai offert de l'ale à tout mon peuple ce jour-là. Bénie soit Sophia.,"Poscritto: aver saputo della tua sconfitta è stato un vero gaudio! Quel giorno, i miei sudditi hanno avuto birra aromatica gratis a volontà. Madre Sofia è giusta.",Dipnot: Savaşı kaybettiğini duyunca ne güldüm ama! O gün tüm köylülerimin biraları bendendi. Yüce Sophia gerçekten adaletli.,"Utóirat: Hogy nevettem, mikor hírét hozták, hogyan veszítetted el azt a csatát! Aznap minden alattvalóm ingyen itta a legjobb sört. Szófia Anya valóban igazságot szolgáltat.","Постскриптум. Як же смішно було чути про те, що ви програли той бій! Того дня всі мої селяни пили ель безкоштовно. Софія справедлива, що й казати.","Tái bút: Tôi đã cười rất nhiều khi nghe tin bạn thua trận chiến đó! Vào ngày hôm đó, tất cả nông dân của tôi đều uống bia miễn phí. Quả thực, Sophia là công bằng.
"
letter.post.coward,- помнишь как ты зассал,"Post scriptum. Помнишь как ты струсил и не захотел со мной сразиться? Поверь, об этом узнали все соседи! Еще не было среди нас настолько глупого и трусливого короля.","Postscript: Do you remember how you backed out and refused to face me? Believe me, all the neighbors heard about it! Among us, there has never been such a foolish and cowardly king.","Postscript: Do you remember how you backed out and refused to face me? Believe me, all the neighbors heard about it! Among us, there has never been such a foolish and cowardly king.","Post skriptum: Pamatuješ, jak ti zbabělost nedovolila postavit se mi v boji? Věř, že o tom slyšeli všichni sousedi! Mezi námi nikdy nežil tak bláhový a zbabělý král.","Pós-escrito: Você se lembra de como recuou e se recusou a me enfrentar? Acredite em mim, contei para todos os vizinhos! Nunca tivemos um rei tão tolo e covarde.","Posdata: ¿Te acuerdas de cuando te echaste atrás y te negaste a hacerme frente? ¡Ten por seguro que todos los vecinos se enteraron! Entre nosotros, nunca ha habido un monarca tan necio y cobarde.","PS: Pamiętasz, jak obleciał Cię strach przed stawieniem mi czoła? Zapewniam, że słyszeli o tym wszyscy sąsiedzi! Tak szczerze, to nie znam głupszego i tchórzliwszego króla.",附言：你还记得你是如何退缩，拒绝面对我的吗？相信我，这件事已经在所有邻邦传开了！我们从来没有见过如此愚蠢又懦弱的君王。,附筆：當時你臨陣退縮，不敢面對我的事還記不記得？這事早傳遍整片大陸了，相信我，從來沒有任何君王像你一樣窩囊。,追記：お前が尻込みして、私と対峙しようとしなかったことを覚えているか？近隣の国々の耳にこのことは知れ渡った！これほどまでに愚かで臆病な王など聞いたことはない。,추신: 뒤로 빠져서 나를 상대하길 거부했던 거 기억하나? 모든 이웃이 그 이야기를 들었다네! 우리 중에는 그렇게 멍청하고 겁 많은 왕이 없었거든.,"P.S.: Erinnerst du dich noch daran, wie du dich zurückgezogen und jeden Kontakt zu mir verweigert hast? Glaub mir, alle Nachbarn haben davon gehört! Nie zuvor gab es einen so törichten und feigen König.","Post-scriptum : vous rappelez-vous ce moment où vous avez fui et avez refusé de m'affronter ? Croyez-moi, cette nouvelle s'est répandue dans toutes les provinces voisines ! Tout le monde y parle de vous comme d'un pleutre.","Poscritto: ricordi quando hai ordinato la ritirata per non affrontarmi? Credimi, tutti i nostri vicini l'hanno saputo! Nessuno di noi aveva mai incontrato un monarca tanto pusillanime.",Dipnot: Geri adım atıp benimle yüzleşmekten kaçındığını hatırlıyor musun? İnan bana tüm komşular duydu! Aramızda hiç bu kadar aptal ve korkak bir hükümdar olmamıştı.,"Utóirat: Emlékszel, hogy hátráltál meg, hogy ne kelljen szembenézned velem? Jobb, ha tudod, minden szomszédunk hallotta hírét! Nem volt még a körünkben ilyen ostoba és gyáva uralkodó.","Постскриптум. Пам’ятаєте, як відступили й відмовилися зустрітися зі мною? Повірте, про це чули всі сусіди! Такого дурного й боягузливого монарха серед нас ще не було.","Tái bút: Bạn có nhớ khi bạn rút lui và từ chối đối mặt với tôi không? Tin tôi đi, tất cả các anh bạn hàng xóm đều nghe về điều đó! Trong chúng ta, chưa bao giờ có một vị vua ngốc nghếch và nhát gan như vậy.
"
letter.post.enemy.village_destroyed,- помнишь как твою деревнгю сожли,"Post scriptum.  Как же ты меня развеселил, когда я узнал, что ты даже свою деревню не смог защитить! Интересно, что думают твои крестьяне о твоем правлении?",Postscript: How you amused me when I found out you couldn't even defend your own village! I wonder what your peasants think of your rule?,Postscript: How you amused me when I found out you couldn't even defend your own village! I wonder what your peasants think of your rule?,"Post skriptum: Jak mě pobavilo, když vyšlo najevo, že nedokážeš ani ubránit vlastní vesnici! Zajímalo by mě, co si rolníci myslí o tvé vládě.",Pós-escrito: Você não faz ideia do quanto eu me diverti quando soube que não conseguiu nem defender sua própria vila! O que será que seus camponeses acham de seu governo?,Posdata: ¡Lo que me divirtió saber que no pudiste ni defender tu propio pueblo! Me pregunto qué pensarán tus campesinos de tu liderazgo.,"PS: Ileż było radości, gdy się dowiedzieliśmy, że nie potrafisz nawet obronić swoich własnych wiosek! Ciekawe, co sądzą o Tobie poddani!",附言：当我发现你甚至不能为你自己的村庄伸张正义时，简直乐不可支。我想知道你们的平民怎么看你的统治？,附筆：得知閣下壓根無力守護自己的村莊，簡直可笑！不知道那些村民對你的統治有何看法？,追記：お前が自分の村さえ守れないと知ったときには、本乙に愉快でたまらなかった！お前などに統治されている農民たちのことを想うと不憫でたまらない。,추신: 자네가 자기 마을도 지키지 못했다는 이야기를 듣고 어찌나 재미있던지! 농민들이 자네의 통치를 어떻게 생각하겠나?,"P.S.: Was hat es mich amüsiert, als ich erkannte, dass du nicht einmal dein eigenes Dorf verteidigen kannst! Was deine Bauern wohl von deiner Herrschaft halten?",Post-scriptum : j'ai bien ri lorsque j'ai appris que vous n'aviez même pas été capable de défendre votre village ! Que pense votre population paysanne de votre règne ?,Poscritto: mi ha divertito scoprire che non sei in grado nemmeno di difendere il tuo villaggio! Mi chiedo cosa pensino i tuoi sudditi del tuo governo.,Dipnot: Kendi köyünü bile savunamadığını duyduğumda nasıl güldüm ama! Köylülerin hükümdarlığın hakkında ne düşünüyor acaba?,"Utóirat: Milyen jó kedvre derített, mikor hallottam, hogy még a saját faludat sem tudtad megvédeni! Kíváncsi vagyok, mit gondolhatnak a parasztjaid az uralmadról!","Постскриптум. Як же потішила мене звістка про те, що ви не змогли захистити навіть власне село! Цікаво, що ваші селяни думають про ваше правління?","Tái bút: Bạn đã làm tôi cười khi tôi biết bạn thậm chí không thể bảo vệ ngôi làng của chính mình! Tôi tự hỏi các nông dân của bạn nghĩ gì về sự cai trị của bạn?
"
letter.post.enemy.battle_loose,"- Король относится к нам ниже -15, и мы в последней битве потерепели поражения (неважно где)","Post scriptum. Думаю, что плохо тебе спится после такого позорного поражения! Честно говоря, я думал у твоего противника не было шансов. Благодарю Святую София, что я ошибался!","Postscript: I bet you have trouble sleeping after such a shameful defeat! Honestly, I thought your opponent didn't stand a chance. Thank Mother Sophia I was wrong!","Postscript: I bet you have trouble sleeping after such a shameful defeat! Honestly, I thought your opponent didn't stand a chance. Thank Mother Sophia I was wrong!","Post skriptum: Vsadím se, že po tak ostudné porážce máš potíže vůbec usnout! Upřímně to vypadalo, že tvůj soupeř nemá naději. Díky Matce Sofii, že jsem se pletl!","Pós-escrito: Aposto que não consegue dormir depois da vergonha que foi aquela derrota! Eu genuinamente pensei que o seu adversário não tinha chance alguma. Mas graças à Mãe Sofia, não era verdade!","Posdata: Seguro que te cuesta conciliar el sueño tras una derrota tan vergonzosa. Lo cierto es que yo creía que tu rival no tenía nada que hacer. ¡Gracias a la Madre Sophia, me equivocaba!","PS: Po takiej haniebnej porażce na pewno nie możesz w nocy zmrużyć oka! Szczerze mówiąc, nie sądziłem, że Twój przeciwnik ma szansę. Dzięki Świętej Zofii myliłem się!",附言：你输了这么一场可耻的仗，我打赌你肯定睡不着！说实话，我还以为你的对手没有胜算呢。感谢圣母索菲亚，我猜错了。,附筆：我敢打賭，如此羞辱的敗北讓閣下夜不能寐！坦白說，我原以為你的對手毫無勝算呢。好在我猜錯了，感謝聖母索菲亞！,追記：これほどまでに恥ずべき敗戦を喫したのでは、さぞ眠れぬ夜を過ごしているのだろう！正直なところ、お前の相手には勝ち目はないと思っていたのだが。私の思い違いだったことを聖母ソフィアに感謝しよう！,"추신: 그렇게 수치스럽게 패배하고 나니 잠도 잘 못 이룰 것 같군! 솔직히 난 자네 상대가 적수도 못 될 거라 생각했거든. 성모 소피아시여, 제가 틀렸다는 걸 증명해 주셔서 감사합니다!","P.S.: Ich wette, nach so einer schmachvollen Niederlage schläft es sich nicht besonders. Ehrlich gesagt hätte ich gedacht, dass dein Widersacher keine Chance hat. Mutter Sophia sei Dank – ich lag falsch!","Post-scriptum : j'imagine que vous avez du mal à dormir après une telle humiliation sur le champ de bataille ! Je pensais pourtant que votre adversaire n'avait aucune chance ! Louée soit Mère Sophia, j'avais tort !","Poscritto: scommetto che quella vergognosa sconfitta ti impedisce di prendere sonno! Francamente, credevo che il tuo avversario non avesse speranze. Lode a Madre Sofia, mi sbagliavo!",Dipnot: Böylesine utanç verici bir mağlubiyetten sonra sabaha kadar uyuyamamışsındır. Rakibinin hiçbir şansı olmadığını düşünmüştüm oysa ki. Sophia Ana'ya şükürler olsun ki yanılmışım!,"Utóirat: Lefogadom, rosszul alszol egy ilyen szégyenletes vereség után! Őszintén szólva, azt hittem, az ellenfelednek esélye nincs. Hála Szófia Anyának, hogy tévedtem!","Постскриптум. Б’юся об заклад, після такої ганебної поразки у вас проблеми зі сном! Чесно кажучи, мені здавалося, що у вашого суперника немає шансів. Дякувати Матінці Софії, мої здогадки виявилися помилковими!","Tái bút: Tôi cá rằng bạn gặp khó khăn trong việc ngủ sau một thất bại xấu hổ như vậy! Thành thật mà nói, tôi nghĩ đối thủ của bạn không có cơ hội nào. Cảm ơn Mẹ Sophia vì tôi đã sai!
"
